Unnamed: 0,rating,sentiment,review,spearman,sympathy,unsympathy,correlation
2203,10,0.988761008,신선하고 충격적인 소재. 연기 잘 하는 배우들. 매끄러운 각본. 최고 ,0.828078671,3,1,0.011238992
2204,10,0.382862985,재밌다....블랙코미디가내안에 들어왔다 ,0.577693828,3,1,0.617137015
2205,10,0.988012969,대만족. 너무재밌게봤어요 ,0.615314658,3,1,0.011987031
2206,10,0.76156497,재미와 생각할 거리 둘다 있다.근데 와이프랑 봤는데 피곤해졌다.마누라...내가 감추는건 몰래 지른 게임타이틀뿐이야 ,0.718855309,3,1,0.23843503
2208,8,0.798260927,포스터랑 출연진만 보고 곧장 끌려서 봤는데 예상보다 감동도 있고 생각할거리도 많이 주는 영화였다 ,0.048453837,3,1,0.001739073
2209,10,0.973429263,디게재밌는데 평점 왜 안좋지ㅋㅋㅋ오래간만에 편히 볼수있는영화였습니다^.^ 누구하나 부족한사람이 없었음 최고!! ,0.103509834,3,1,0.026570737
2210,10,0.988221288,완전재밌어요. 신나게웃다가 끄덕이며 생각하게하네요~ ,0.25819889,3,1,0.011778712
2211,10,0.499916136,평점 잘 안적는데 꼭 보라고 추천하고싶다! 10점도 적은 점수임.. ,-0.155869922,3,1,0.500083864
2212,10,0.989938855,진짜 간만에 울고 웃고 생각하고 되돌아보게되는 영화. 남편이랑 정말 재밌게봤어요 ,0.525105032,3,1,0.010061145
2213,10,0.987573981,참 잘 만든 영화입니다 꼭 보세요 ,0.262527841,3,1,0.012426019
2214,10,0.998453856,너무재밌었어욬ㅋㅋ일부러 친구랑 봤는데 잘한거같아욬ㅋㅋ ,0.388479849,3,1,0.001546144
2215,10,0.259274542,짱짱짱 기록지우고 들어가서 보기 ,-0.866025404,3,1,0.740725458
2217,10,0.142863095,방금 남편이랑 보고왔는데 간만에 울면서 웃었네요 남친이나 남편이랑 보는거 추천해요 완전 꿀잼이에요 ,0.866025404,3,1,0.857136905
2218,10,0.938339472,오랜만에 재밌게 본 한국영화 ,0.306373627,3,1,0.061660528
2219,10,0.250635982,영원한 비밀은없다다다 ,-0.527046277,3,1,0.749364018
2220,8,0.968502164,인생 제일 쓸데 없는게 평론가 평점 보는거 같고 잘 만들어진 영화 같다. 주제 내용 미쟝센 구도 등등 신경 쓰지 않고 내가 좋아 하는 배우가 이렇게 재밌는 연기를 해주어 고맙고 좋은 사람과 함께 웃으며 보니 시간 돈 하나도 아깝지 않다 ,-0.333947207,3,1,0.168502164
2221,10,0.502286434,시루떡 아는사람ㅋㅋㅋㅋ ,-0.285863057,3,1,0.497713566
2222,10,0.366467416,배우들이 다 했다 진짜. ,0,3,1,0.633532584
2223,10,0.990834653,너무재미있게 잘밨습니다 마니웃기도햇고 현실에서 일어날수도 잇는일들이네요. 현실적인영화네요~ ,-0.392792202,3,1,0.009165347
2224,10,0.704447091,단순히 웃기기만한게아니라 가슴한쪽을 정말 날카롭게 찌름. 풍자면풍자 드립이면드립 이모든것을 배우들하나하나의 개성으로 녹아낸게 놀라움. 수백억 투자한 영화보다 훨씬재밌음. 참고로 영화관에서 이렇게크게 웃어본적이 처음임. 여운도 좋고결말도 정말깔끔 ,0.532965269,3,1,0.295552909
2225,10,0.738832831,블랙코미디입니다 명품연기에요 ,0.682000667,3,1,0.261167169
2226,10,0.30980134,와 진짜 대박이에요 오지고 지리지리지리고 ,0,3,1,0.69019866
2227,9,0.96103549,정말 재밌네요 적극 추천 합니다! ,-0.866025404,3,1,0.06103549
2228,8,0.338302672,배우들은완벽했고 나는 완벽하게 웃었다. ,0,3,1,0.461697328
2229,10,0.93223393,몰입도 미칩니다 한국 최고의 코메디 영화 ,0.353553391,3,1,0.06776607
2230,10,0.364888787,입터는거 하나로 끝남. 웃다가 끝났다. ,0.732588632,3,1,0.635111213
2231,8,0.341225266,평점이 생각보다 높은건 없지 않아 있지만 이번 성수기때 돈 엄청 쓰면서 폭망한 영화들 사이에서 이런 한국 영화가 성공한다는 것 자체에 의의가 있다 ,-0.866025404,3,1,0.458774734
2232,10,0.692064345,진짜 개꿀잼이다 이말이야~~~반전도 있고 어떻게보면 소름 끼치는 영화 ㅋㅋㅋ ,0.742617478,3,1,0.307935655
2233,8,0.30158174,세경이는 무슨 죄... ,0.414039336,3,1,0.49841826
2234,8,0.117279351,처음엔 무슨내용인지 모르고 대화만 해서 지루했는데 중후반 넘어갈수록 빵빵터지고 놀람의 연속! ,0.115954207,3,1,0.682720649
2236,10,0.767475605,역시 배우들이 훌륭하니 믿고볼만하네요 ,1,3,1,0.232524395
2237,8,0.865161002,혼자서 봤을때가 가장 재밌게 볼수 있을듯영화관에서 리얼 웃음터진건 얼마 안되는데 그 중에 하나였다 ,0.25819889,3,1,0.065161002
2238,6,0.464161754,알바트로스 댓글이냐? 실제 평점이냐? ,0.080445974,3,1,0.135838246
2239,10,0.613650918,스토리구성이 짱입니당~ 짧은 시간에 공감 짱!세상에 비밀이 꼭 필요하단 걸 보여주는 영화?추천입니당! ,0.632455532,3,1,0.386349082
2240,10,0.790714264,평소 액션영화 위주로 보는데.. 재밌다고 해서 봤어요. 한장소에서 일어나는 일이라고 해서 단조롭지않을까 싶었는데 보는 내내 긴장도 되고 웃기기도 씁쓸하기도하고 좋았어요. ,0.25819889,3,1,0.209285736
2241,10,0.777392387,이영화 친구들이 보고 게임하자하면 빠른손절가능 영화너무잘만들었고 게임은 하지말자 너무 웃프다 ,0,3,1,0.222607613
2242,8,0.964263499,본인이 프로불편러라면 보지말길. 나는 정말 재밌게 봤다. 결말이 손에 꼽을정도로 좋은 영화 ,0.385310559,3,1,0.164263499
2243,10,0.951087892,아무 기대없이 봤는데 재미있었습니다. ,0.654653671,3,1,0.048912108
2244,10,0.756713867,미쳤다.... 올해인생영호ㅓ ,0.374352443,3,1,0.243286133
2245,8,0.574540675,애인이랑 보기 괜찮았던 영화.세상 바닥을 다 본 기분이지만 현실이라 씁쓸했네요어두운면을 코믹으로 풀어낸 블랙코미디의 정석 ,0.578439292,3,1,0.225459325
2246,10,0.978185773,장난 안치고 진짜 꼭보세요... 와 진짜 재밌게 봤어요 .. ,0.774596669,3,1,0.021814227
2247,10,0.86223805,시간가는줄모르고봤어요!!! ,0.866025404,3,1,0.13776195
2248,9,0.488790929,극장에서 다른 관객들 웃음소리가 많이 들리는 영화는 이번이 첨인 것 같네요. ,0.404515514,3,1,0.411209071
2249,10,0.98153758,사람이 별로 없는 아침에 봤는데도 정말 재미 있었어요!!영화에서 전하고자 하는 메시지 확실하게 받았습니다!! 너무 재밌게봤고요 강력추천합니다!!인생영화에 들어갈 정도!!(메시지를 너무 잘 전달한영화)!! 꼭보세요!! ,0,3,1,0.01846242
2250,10,0.408624738,한국에도 이런 영화가있네 ㅋㅋㅋ ,0.620188612,3,1,0.591375262
2251,10,0.937945127,재밌어여~~~숨막히는 영화 ,0.353553391,3,1,0.062054873
2252,10,0.299595594,가벼우면서도 편안하게 봤어요 코믹요소도있는데 생각할수록 웃음이  나고 영화 끝나는 내내화면속에 빠져있는 느낌이였어요. 지루한 장면도 없고  그전에 연기자분들의 이미지가 묻힐정도로 캐릭터를 다 잘소화 했어요 한마디로  보고나면 후회없음^~^ ,-0.108465229,3,1,0.700404406
2255,10,0.833499789,중간까지 정신없이 웃다가 마지막에 큰 한방이 있는 영화.생각하게 만드는 영화. ,0.588057791,3,1,0.166500211
2256,10,0.990991056,진짜 친구랑 계속 웃으면서 봤어요 유해진 배우님 최고에여 ㅠㅠㅠㅠ ,0.418330013,3,1,0.009008944
2257,10,0.95153147,스릴러와 코믹영화 두개를 한번에 본거같다 배우들 연기 전부 최고지만 그정 조진웅 연기가 진짜 좋았다 ,0.539145589,3,1,0.04846853
2259,10,0.939903855,영화관에서 다같이 빵터짐 ㅋㅋㅋ 올해 최고의 영화 ,0.782623792,3,1,0.060096145
2260,10,0.99375248,기대 안하고 봤는데 완전 재미있네요. 빵터졌어요. ㅎㅎ ,0.291841785,3,1,0.00624752
2261,10,0.908738732,현실적인데 부담스럽지않게 받아드려지게 잘 만들었음! 연기력 짱! ,0.289772727,3,1,0.091261268
2262,10,0.885253668,이서진 진짜 너무 웃김ㅋㅋㅋㅋ 완전 찰떡 ,0.439480212,3,1,0.114746332
2263,10,0.90495944,정말재밋어요 마지막엔교훈도주고 굳굳 ,0.699886074,3,1,0.09504056
2264,9,0.86937654,좋더라. 그냥. 사는게 쉽지않다.  그게 인생이지뭐 별거있나.! ^^ ,0.644513907,3,1,0.03062346
2265,10,0.990557432,웃음으로 시작해 쓴 웃음으로 끝나는 우리네 치사한 인간상의 현실. 배우들의 주고받는 찰진 연기력도 좋았고  빤한 소재임에도 결코 지루하지 않는 전개력도 좋았다. 앞으로 한국에서도 이런 영화 자주 볼 수 있었음.. ,0.374729005,3,1,0.009442568
2266,10,0.558106482,영화 보면서 미친듯이 웃어본게 얼마만인지 ㅎ 그리고배우들이 식탁에 앉아 대사만으로 이렇게 긴장감과 웃음을 줄수 있다는게 대단 ,0.5746407,3,1,0.441893518
2267,10,0.145498753,왠만한 스릴러영화보다 심장이 더 쫄깃함ㅋㅋ왠만한 코미디영화보다 더 웃김..이 영화 장르가 뭡니까?ㅋㅋㅋ ,0.200741343,3,1,0.854501247
2268,10,0.381128162,진부한코미디랑 차원이다른 ,0.37088302,3,1,0.618871838
2269,10,0.974021673,무조건봐야하는  진짜  최고 ,0.80723459,3,1,0.025978327
2271,10,0.735655069,지금까지 영화관에서 영화 보면서 이렇게 웃은 적은 처음인듯 ㅋㅋㅋ ,0.737864787,3,1,0.264344931
2272,10,0.876931131,좨밌네에~~~~간만에 일어나면서 아 재밌게 잘 봤다 할 만한 영화였슈 ,0.828571429,3,1,0.123068869
2274,10,0.5757761,오랜만에 정말 배꼽잡고 웃었습니다 ,0.948683298,3,1,0.4242239
2275,10,0.879214764,오랜만에 잔잔한 감동 여운 그리고 웃음찾는영화였습니다 완벽한배우들은 당연한거구요 ,0.894427191,3,1,0.120785236
2276,10,0.9531672,여친이랑 보세요 꼭입니다 ,0,3,1,0.0468328
2277,10,0.402308404,특별출연 목소리 라인업이...ㄷㄷ 후덜덜하네요 ,0.365243624,3,1,0.597691596
2278,8,0.961268246,갑분싸의 연속...중간중간 재밌는 포인트도 있네요 ,-0.828078671,3,1,0.161268246
2279,10,0.505022049,"""공작""이 구강액션이였다고? 훗...이영화야말로 구강으로 액셩  공포   스릴 코미디등등 의 정점을 찍었다. 간만에 극장에서 소리내어 웃으며 본 영화다. ",0.579073851,3,1,0.494977951
2280,10,0.225732774,완벽한연출 완벽한 영화 ,-0.188503507,3,1,0.774267226
2281,9,0.338871956,판도라 상자는 열지말자 ,0.191272421,3,1,0.561128044
2282,9,0.925301909,재밌긴한데....끝이좀....ㅎㅎ 근대재밋음 ,0.338348826,3,1,0.025301909
2283,10,0.848694503,커플들은 보지마세요 위기가 올 수 있음. 단  참고 이겨내면 오래감^^ ,0.353553391,3,1,0.151305497
2284,9,0.922582507,재밌지만 불편하고  웃기지만 씁쓸합니다.  다만 앞으로 '키티'를 보면 다른 생각이 들까 겁나네요. ,0.188982237,3,1,0.022582507
2285,10,0.257278621,여자친구랑 같이 봤는데 괜히 찝찝...ㅋㅋㅋ영화보고 나와서 여자친구가 핸드폰 하는데 찝찝ㅋㅋ영화 졸잼이다ㅋㅋ ,0.782623792,3,1,0.742721379
2286,9,0.935992062,신선한 영화 재미 있게 봄 ,0.866025404,3,1,0.035992062
2287,10,0.332828224,졸잼 꿀잼 ㅋㅋ 영화보면서 웃다가 배아픈거 처음 ㅋㅋㅋ 캐릭터들의 관계역학에서 오는 어디로튈지모르는 핑퐁 ㅋㅋㅋㅋ 시나리오 누가썼냐 천재다 ,0.323517555,3,1,0.667171776
2288,10,0.47887218,확실한건 유해진이너무웃기다 ,-0.447213595,3,1,0.52112782
2289,10,0.690482855,최근 본 영화중에 탑 3안에 드는 영화네요계속 웃었어요 ㅋㅋㅋ ,-0.105409255,3,1,0.309517145
2290,10,0.451458573,올해 가장 웃긴 영화다 ㅋㅋㅋ유해진이 반 먹고 들어간다 ㅋㅋ ,0.224899695,3,1,0.548541427
2292,8,0.929466546,개꿀잼이넹 한통올때마다 재밋어욤 ,0.632455532,3,1,0.129466546
2294,10,0.940298796,재밌는데 애인이랑 보지마세요 ,0.794461347,3,1,0.059701204
2295,10,0.57387358,아슬아슬한데 우리 모두의 이야기고~ 연기들도 워낙 다들 잘하셔서 흠 잡을 곳이 없었네요~^^ ,-0.288675135,3,1,0.42612642
2296,10,0.423952937,색다른 소재로 재미와 여운을 줌 ,0.47231609,3,1,0.576047063
2297,10,0.54746592,완전공감백배 ㅋㅋㅋㅋ 이렇게 소리내서 웃었던 적이 언제더라~~ ,0.130930734,3,1,0.45253408
2298,10,0.380438685,기대없이들어가 한참을 웃다 가슴에 새기고 나옵니다. 간만에 웰메이드 ,0.5,3,1,0.619561315
2299,10,0.938388169,사람이 원래그런가. 재밌는데 생각도 남게해주는 ,0.570618886,3,1,0.061611831
2300,10,0.979091346,소소하게 웃으면서 볼수 있었던 영화!좋아요 이런 영화 ,0.609252365,3,1,0.020908654
2301,10,0.324728638,배우들이 다 해먹는 영화 ,-0.540898723,3,1,0.675271362
2302,10,0.644566476,배우들의 연기 호흡이 멋졌어요 ,0,3,1,0.355433524
2303,10,0.599523067,봐야되봐야되8점짜리예상하고봤는데 2만점짜리야 ,0.105409255,3,1,0.400476933
2304,10,0.962373614,간만에 재미있게 본 영화 ~ 함께이지만 서로의 대해 잘모르고  사는것 같네요~가까운 타인에 대해 이해 더 이해해주고 배려해줘야 할 것 같습니다 ,0.664211164,3,1,0.037626386
2305,8,0.692049325,정말 연기력과 내용으로 채워진 영화였다. 식탁에서 그렇게 오래 얘기를 하는데 지루할 틈이 없었다. 배우들 한 분 한 분의 연기 자체만으로도 꽉 찼으며 모든 사람이 생각에 잠길 수 있을 내용이었다. ,0.224716109,3,1,0.107950675
2306,10,0.885584116,올해 나온 영화 중 가장 재미있는 영화 ,0.433460723,3,1,0.114415884
2307,10,0.529198706,오랜만에 한국영화의 힘!♡게임은 따라하기 있기없기! ,0.676822514,3,1,0.470801294
2310,10,0.936976016,재밋엇어요 역시 폰은 판도라의상자 ,-0.105409255,3,1,0.063023984
2311,10,0.984233558,올해최고의영화입니다 진짜 ,0.866025404,3,1,0.015766442
2312,10,0.600685477,빵빵터지면서 뵜지만 마냥 웃을 수만은 없는 영화였습니다 솔직함과 진실에 대해 생각을.... ,0.279841106,3,1,0.399314523
2314,10,0.501057565,박수치며 봤다500만 예상해봅니다 ,0.267261242,3,1,0.498942435
2315,10,0.987954259,일상의 이야기를 정말 재미있게  만든 작품현실에 와 닫는 리얼한 내용과 배우들의 생동감 있는 연기력 압권임. 다시보고싶은  후회하지않을 작품 ,0.465369345,3,1,0.012045741
2316,8,0.192706734,간만에 영화관갔네요 이런영화 많이나왔으면ㅜ ,0.58857286,3,1,0.607293266
2317,9,0.348216951,2시간..짧다 유해진때문에 계속 웃었다 ,0.866025404,3,1,0.551783049
2318,9,0.923300803,너무나도 웃긴 최고의 블랙코미디 ,-0.210818511,3,1,0.023300803
2319,10,0.236829668,타인에게만 완벽함을 기대하는 당신당신은 어떠한가? 당신의 삶도 타인의삶과 마찬가지로 불완전하다는 거 ,0.318775588,3,1,0.763170332
2322,10,0.968984842,지이이인짜 재밌습니다 강추!! ,0.948683298,3,1,0.031015158
2323,10,0.294190288,진짜 재밌게 봄ㅋㅋ무슨 이유로 망작이라느니 딱봐도 재미없겠다느니...보고 말하셈ㅋㅋ영화관에서 시끄러운거 싫어하는데  이건 영화관 전체가 깔깔 대며 웃으면서 봤다ㅋㅋㅋ ,0.208560123,3,1,0.705809712
2324,10,0.945039392,보고난후많은생각을하게되는영화 ,0.948683298,3,1,0.054960608
2325,10,0.390493691,사람마다 다 비밀이 있으면서 서로 물어보지 않아도 나쁘 지 않다. ,-0.433012702,3,1,0.609506309
2327,9,0.782692909,괴물을 하나씩 끌어안고 사는 현대인들의 자화상과 웃픈이야기 ,0.289142074,3,1,0.117307091
2328,10,0.531467736,게ㅋㅋㅋㅋ유해~~~ ,0.707106781,3,1,0.468532264
2329,10,0.786790013,단순히 웃음보다도 개인적으로는 이런저런 생각을 많이 하게만드는 영화 ,0.554700196,3,1,0.213209987
2330,10,0.937945127,짜증나면서도 재밌는영화 ,-0.130930734,3,1,0.062054873
2331,10,0.376875043,연기력에 만점 드려요 ,0.237345281,3,1,0.623124957
2332,10,0.799829721,웃으며 봤지만 생각을 많이 하게되는 영화 ,0.866025404,3,1,0.200170279
2333,10,0.719399333,영화관에서 관객들과 빵빵 터지면서 봤음 ㅋㅋ ㄹㅇ 개꿀잼임. 그렇지만 단순히 웃긴 영화는 아니고 '말'과 '핸드폰'의 무서움을 잘 알려준 영화임. 앞으로 이런 부류의 영화가 자주 나왔으면 함. 굿굿 ,0.352117078,3,1,0.280600667
2334,10,0.174171925,블랙코미디가 뭐냐고 묻거든 이 영화를 보여주겠다. ,0.359666877,3,1,0.825828075
2335,10,0.996210873,진짜 너무 재밌어요 극장 사람들 모두 박장대소하면서 즐겁게 본 것 같아요 ~~~~ 진짜 후회없는 영화 엄마랑 봤는데 엄마도 엄청 웃고 중간중간 명언이나 진지한 내용도 좋은 내용이에요 완벽한타인 최고???? ,0.707106781,3,1,0.003789127
2337,10,0.987284899,좋다좋더좋다요좋다좋다용 50세 할머니에서 빵빵 ㅋㅋ.. ,0.759588223,3,1,0.012715101
2338,10,0.997542799,상업적으로 난도질당한 한국영화들보다 재밌고 대사도 하나하나 너무 좋네요 최근 한국영화중에 제일 재밌고 볼만 했어요 ,0.700304643,3,1,0.002457201
2339,10,0.888076901,2시간내내 한장소에서 배우들의 연기력만으로 최고의 영화를 만들어냈다 기대안하고 갔다가 오랜만에 엄청웃고왔다 ,0.866025404,3,1,0.111923099
2340,10,0.416614503,빵빵터지는데 가볍지만은 않은 영화 ,-0.052704628,3,1,0.583385497
2341,9,0.444256246,감독의 연출과 순수 배우들의 연기력으로 승부한 퀄리티 높은 한국영화 ,0.013399699,3,1,0.455743754
2342,10,0.861756086,우리가 아끼고 사랑하는 사람 일수록 그 사람의 모든면을 깊게 알게될수록 생기는 불편함과 버겁게 얻어내는 친밀감들그리고 그것들이 주는 소름 ,0.654653671,3,1,0.138243914
2343,10,0.813585281,시간가는줄 모르고 봣네요 열린결말 꿀잼 ,0.777541914,3,1,0.186414719
2344,10,0.995815277,아 게이 진짜 이부분 너무 웃김 ㅋㅋ 이거 꼭봐요  왠만한 개그프로그램보다 훨씬 재밌습니다 ,0.475270821,3,1,0.004184723
2345,10,0.715114832,매순간 같이 긴장되고  아무리 친하다 생각 헀던 사람도 알고보면 완벽한 타인이다. ,0.204124145,3,1,0.284885168
2346,10,0.999707818,너무재밌네요 최근 본 영화 중 최고!! ,0.820782682,3,1,0.000292182
2347,9,0.462178946,영화 보고나서 바로 휴대폰 정리했다... ,-0.316227766,3,1,0.437821054
2348,10,0.9734056,믿고 보는 유해진 진짜 최고의 연기였습니다. ,0.755928946,3,1,0.0265944
2349,10,0.569776177,영화관에서 육성으로 웃고 끝나고 집에 갈때도 웃고 존잼영화. 처음에는 기대안했는데 한번 터지면서 계속 터짐. ,0.547722558,3,1,0.430223823
2350,10,0.881938636,올해 최고의 한국영화이건 봐야돼. 극장 분위기 다 웃고 난리다. ,0.790569415,3,1,0.118061364
2351,9,0.968014836,각자의 개성을 완벽하게 살린 영화 115분중 100분  웃고 나온 영화입니다. 웃다가 마지막에는 깊은 생각에 빠집니다. ,0.383211089,3,1,0.068014836
2355,10,0.527311325,진짜 그 좁은 장소에서만 이루어지는데 육성으로 웃는부분이 엄청 많았고 긴장감은 진짜 공포영화 이상 .. 말도안되게 재밌다 ,0.34109757,3,1,0.472688675
2356,10,0.307022452,핸드폰이 이렇게나 무섭습니다... ,0.188177847,3,1,0.692977548
2357,10,0.93659842,너무 재미있게 잘봤어요! 긴장감을 놓을 수 없었고  배우들 연기력 덕분에 더욱 몰입도가 높았던 것 같네요. 추천합니다. ,0.400891863,3,1,0.06340158
2358,10,0.329414487,영화 베리굿. 이 영화 음해하려고 김지수 건드렸구만.. 쓰레게 색이들... ,0.239271984,3,1,0.670585513
2359,4,0.073752403,불륜도 안 들키고 안 걸려서 비밀인 상태로 겉만 행복하면 된다 이게 주제예요?? 도대체 이걸 재밌다고 하면.. 완벽해 보이는 타인도 누구나 비밀 하나쯤은 있다가 주제인것 같은데 표현 방식이 영 아니네요 친구들끼리 우정이라고 불륜 합리화 하는것도 참 ,0.394664881,3,1,0.326247597
2360,10,0.997718215,대박이에요 진짜 재미도 있고 의미도 있고 여러모로 해석하면서 잘봤습니다! ,0.179860796,3,1,0.002281785
2361,6,0.61136806,분명 특색있는 영화지만주인공 모두를 이해시키기엔..역시 한계가 있는 듯했습니다. ,0.119522861,3,1,0.01136806
2362,6,0.045322031,나만 재미없었나..;; ,0.213109417,3,1,0.554677969
2363,9,0.885428488,인간의 본성에 바탕을둔 코메디.  잘 봤습니다! ,0.561547675,3,1,0.014571512
2364,9,0.451877803,ㄱㅋㄱ개웃김ㅋㅋㅋ키티가 이렇게 웃길줄이얔ㅋㅋㄱ ,0.385078492,3,1,0.448122197
2365,10,0.900656462,재밌음 ㅋㅋㅋ영화관 전체가들썩임 ,0.791039852,3,1,0.099343538
2367,10,0.908670723,현존 최고의 공포영화. 모르는게 약이다 ,0.067419986,3,1,0.091329277
2369,6,0.225111574,비밀은 비밀로 남아야 한다라는걸 느꼈던 영화.너무 많은걸 알아서도 알려고 해서도 안되는 것 같다.무난하게 봤다. ,0.774596669,3,1,0.374888426
2371,10,0.863359988,완전 잼나게 만족하고 봤네요 ㅋㅋㅋ ,0.664993971,3,1,0.136640012
2372,9,0.973297,오랜만에 한국영화 재미있게 봤네요. 한정된 공간에서 잘 뺀 영화! ,0.5,3,1,0.073297
2373,10,0.985175967,재밌다. 정말 재밌다. 근데 불편한 영화 재밌지만 가시방석처럼 응딩이가 따끔...모르는게 더 좋은 일도 있다... ,0.932227236,3,1,0.014824033
2374,10,0.878712654,방금 보고 나왔음. 대박. 꼭 보세요 ,0.471950974,3,1,0.121287346
2375,10,0.821447015,완전 꿀잼ㅋㅋ 근데 생각하게  만드는 영화 ,0.616780817,3,1,0.178552985
2376,8,0.781275511,키티잠옷에서 진심 빵터졌네요. 역시 유해진 ,0.260536074,3,1,0.018724489
2377,10,0.359936535,간만에 시간가는줄모르고 본 영화영화는 스케일이 아니라 내용이 중요함 추천합니다 ,-0.25819889,3,1,0.640063465
2378,2,0.034413695,왜  냠자들은 바람둥이에 쓰레기고 여쟈는 피해자인데? ,0.765523962,4,2,0.165586305
2379,10,0.82921207,진짜 재밌게 봤었는데오늘 터진 ㅈㅈㅁ ㅈㄷㄱ 사건을 보고나서 바로 떠오른 영화..  정말 믿을 사람 하나 없으니까 사람을 무조건 신뢰하지말자.. ,0.801783726,4,2,0.17078793
2380,10,0.987751186,진짜 재밌게 봤다 ㅋㅋ ,0.086480515,4,2,0.012248814
2381,10,0.310936034,스펙타클한 장면 없이 연출과 연기로만 승부한다. ,0.619996023,4,2,0.689063966
2382,6,0.034241408,현실성이 너무 떨어져서 오히려 그냥 코미디 영화라고 밖에는 생각이 안드네... 끝에는 뜬금없이 성찰 하는게 이것도 그냥 어이가 없네ㅎㅎ ,0.533367738,4,2,0.565758592
2384,9,0.588829756,진짜 재밌고 현실에 있을법한 이야기여서 더웃김ㅋ 40대 평점이 가장낮은 이유도 찔리는 누군가가 있어서 그런거 아닐까요? ㅋㅋ영화 마지막 부분에 근처에 이해 못하면 재미없게 느껴질 수 도 있습 ,0.866025404,4,2,0.311170244
2385,8,0.984937429,4번봐도 재밌는영화!! ,-0.774596669,4,2,0.184937429
2386,3,0.050464988,유해진 빼고는 뭐 그닥    나머지들은 “ 나 지금 연기한다~” 뭐 이런 느낌/ 재미도 별로  영화가 전체적으로 조잡스럽다 ,0.369178594,4,2,0.249535012
2387,6,0.236153513,과연 이게 흥행이 왜 되었지? ,0.443776711,4,2,0.363846487
2388,10,0.293345898,장소이동없이 내용으로 조지는 영화. 진짜 각각의 캐릭터가 생생히 잘 살살린  걸작. ,0.393734565,4,2,0.706654102
2389,1,0.28800559,억지의 연속... 어이가없다 ,0.68954637,4,2,0.18800559
2390,1,0.62689805,그냥 조금 웃긴 한국영화. 평점이 왜 이렇게 높아;;;; ,0.486653721,4,2,0.52689805
2391,6,0.058349699,이서진이 연기젤못함...그 게이친구가 연기 젤 잘하고..이서진이 원래 연기잘못햇다는거 이제 기억남 ,0.229734657,4,2,0.541650301
2392,2,0.057915539,나도 재미없는데... 이상한가요?ㅠㅠ ,0.416598973,4,2,0.142084461
2393,1,0.675466835,알바 꺼져라.제발!! ,0.417054115,4,2,0.575466835
2394,5,0.228610158,이게 왜 9점이지. 스토리 개연성 없고  인셉션 장면 가져다 쓰고  엔딩은 지식채널e 같고... 캐릭터들이 전문직 가진 사람들인데 설정도 엉성한 부분이 많음. 별점 보고 기대했다가 낭패 봤네 ,0.039605902,4,2,0.271389842
2395,2,0.296489894,제작비 저렴한 내용도 저렴한 그런영화 ,0.441360093,4,2,0.096489894
2396,6,0.371952891,극장에서못봐서 기대하고집에서11 000원이나주고봤는데 왜나만 개노잼인건지 평점9점영환데이정도면내취향이이상한가보다 ,0.429035727,4,2,0.228047109
2397,1,0.316881359,저렴한 내용과 분위기. ,0.651059295,4,2,0.216881359
2398,1,0.501057565,장호야 보지마.... . . . . . . . ,0.52169156,4,2,0.401057565
2399,4,0.690660119,에휴 리뷰보고진짜   기대했는데ㅋㅋ ,0.469382986,4,2,0.290660119
2400,1,0.647359967,영화가 말하려는게 뭔가요 ,0.290141634,4,2,0.547359967
2401,10,0.233707994,좋았습니다 친구들이랑 똑같은 게임 해봤는데 아무도 연락안와서 끝까지 화기애애했네여 ,0.406025859,4,2,0.766292006
2403,2,0.233932763,졸작 중에 졸작이다.... 여친이 영화 끝나자마자 한남마인드라고 얘기하는데 뭔지 알거같아서 내가 다 쪽팔리더라. 초반에 시작할때부터 가슴 주무르는 장면이 나오질 않나.. 나름 교훈 준다는 장면에선 노맥락 급진지한 배경음악 삽입. 내 돈 돌려내라.. ,0.866025404,4,2,0.033932763
2404,1,0.614620209,친구때문에 억지로 봤는데 영화보고 기분나쁘기는 오랜만인듯.. 어디가 재밌는건 기분만 더럽고나빠짐 ,0.559656581,4,2,0.514620209
2405,2,0.072934836,이것도 영화냐 졸려 디지는줄 알았다 ,0.39388958,4,2,0.127065164
2406,2,0.302824974,기대이하.. 연기어색하고 스토리꽝 ,0.707106781,4,2,0.102824974
2407,2,0.147736937,ㄴ 이해...억지스러운 전개 굳이 장편으로 만들어야했나? C급 영화...차라리 중편이나 단편이면 진짜 신선했겠지만 장편이라는 시간적 여유가 독이 되었다 ,0.35870786,4,2,0.052263063
2408,2,0.030290097,재미없었습니다 저는... ,0.896358127,4,2,0.169709903
2409,4,0.53417927,연출이 촌스럽다. 괜히 봤다. ,0.396073529,4,2,0.13417927
2410,6,0.288089991,쏘쏘..동성애 부분이 좀 매끄럽지 못했다 ,0.371867872,4,2,0.311910009
2411,4,0.361299455,보고나오니 찝찝한기분이드는영화웃어지긴했어도 유쾌하지않은 영화씁쓸한영화 ,0.737864787,4,2,0.038700545
2412,1,0.430708319,너무 기대가 컸나봐요 별루 ,0.25819889,4,2,0.330708319
2413,1,0.158464611,이런 내용이 좋다는 사람들이 생각보다 많아서 충격  영화 시작 삼십분도 안돼서 소리지르고 나오고싶은거 꾹꾹 참으면서 끝까지 다 봤습니다. 분노참기챌린지 하는 기분이었습니다 ,0.770674636,4,2,0.058464611
