rating,sentiment,correlation,review,spearman,label,prediction_score,predicted_label
10,0.812821746,0.187178254,보는 내내 지루하지 않았던 영화 ,0.357566611,0.0,0.6947857,1
7,0.524305522,0.175694478,킬링타임용 추천드립니다 ,0.5,1.0,0.6947715,1
10,0.997947216,0.002052784,마블리 최고 너무 재밌어요 꼭봐요 ,0.5,1.0,0.6946617,1
10,0.952588797,0.047411203,천만 가자~~~정말 재밌다. 마동석과 윤계상이 일냈다. ,0.313339781,0.0,0.69460976,1
10,0.997147322,0.002852678,보는내내 지루함 없이 잼있어요 킬링타임용이라 생각하고 봤는데 윤계상씨 악역 잘하네요ㅎㅎ극장나와서도 여운이 남네요~ 꼭 보세요^^ ,0.058612534,0.0,0.6945482,1
10,0.347751141,0.652248859,윤계상 중국사람이였어요? ,0.387151862,0.0,0.6945479,1
10,0.987267613,0.012732387,진짜 재밌었어요!두번봤습니다 강추 ,0.353553391,0.0,0.6945424,1
10,0.993107081,0.00689292,완젼재밋어여.또보래도 또볼수잇어여 ,0.46291005,1.0,0.6944741,1
10,0.929573894,0.070426106,꼭보고 두번보고 세번봅시당! ,0.255098771,0.0,0.6944548,1
10,0.999002934,0.000997066,대박~~시간가는줄 모르고 봤습니다~~잔인한 장면이 있어 눈감은 장면이 있었지만~~넘 잼있게 봤습니다~^^귀여운 마블리~~윤계상 연기변신~~짱~~이제 윤계상씨보면 무서울듯~~ ,0.488385836,1.0,0.69445103,1
8,0.92992872,0.12992872,재밌음 시간금방감ㅎㅎ ,0.707106781,1.0,0.6943754,1
10,0.934203148,0.065796852,진짜 두번보고 아니 백번 보고싶은영화  윤계상매력에 푹빠짐!!!꼭보세요 두번보세요♡♡ ,0.0,0.0,0.6943625,1
7,0.796440244,0.096440244,잔인한 장면이 너무 많았지만 중간중간 예상치못한 웃음포인트랑 대사덕분에 끝마무리는 기분이 좋았던 영화~ ,0.36782606,0.0,0.69432825,1
10,0.875204086,0.124795914,와..진심 대박..!!!!꼭봐요 전혼자서라도가서 봄 ,0.400891863,0.0,0.69427544,1
10,0.669978976,0.330021024,완전 스릴 코믹 1000만 갈듯 ,0.536110964,1.0,0.6941485,1
10,0.998425603,0.001574397,아닥하고 보셈~ 완전 잼있음~! 최근본영화중 최고임~! ,0.448997423,0.0,0.69414485,1
10,0.999671519,0.000328481,넘재밋음 최고최고입니다.진짜짱 ,0.866025404,1.0,0.6939229,1
10,0.996311665,0.003688335,영화보고 정말 깜짝놀람  대단한영화입니다 액션영화보면서 이렇게 가슴조이면서 시간가는줄모르고  빠진게 얼마만인지  와우 브라보  최고치고 ,0.646169422,1.0,0.693828,1
10,0.958991766,0.041008234,진짜 재밋둠 (^-^)v ,0.492417245,1.0,0.6937951,1
10,0.996327639,0.003672361,최고에요정말! ! ㅎㅎ ,0.322301813,0.0,0.69364494,1
10,0.999785304,0.000214696,영화 한번이상 안보는데 다시봐도 재밌을것같아요 ㅋㅋ윤계상 연기 잘하고..마동석은 두말하면 잔소리넘나 웃기고 재밌고 ㅋㅋㅋ 꼭보세용 ㅋㅋㅋ ,0.948683298,1.0,0.69357514,1
10,0.959440351,0.040559649,졸잼 깨알잼 다잇음 꼭봐용 올해 최고의 영화 ,0.542326145,1.0,0.6935594,1
10,0.990069509,0.009930491,정말젬있게 밨어요 마동석최고 ,0.376330792,0.0,0.693368,1
10,0.437906593,0.562093407,가족끼리 보고왔어요.  잼나요 ,0.866025404,1.0,0.69334143,1
10,0.988112092,0.011887908,예고편 안보고갔는데 재밌었음ㅋㅋㅋ 올해본 재밌는영화 손에꼽힘 ,0.24347701,0.0,0.69323313,1
8,0.780951798,0.019048202,재밌어요 ㅎㅎ내돈 어딧니~~ ,0.473463735,1.0,0.69311136,1
10,0.99236548,0.007634521,꼭봐요 재밋어요 꼭보세요 꺼ㅗㄱ꼭 ,0.353623146,0.0,0.69305485,1
10,0.961286664,0.038713336,동석이 행님 넘나 멋져요  ~~~ 재밌어용 ,0.335410197,0.0,0.6929615,1
10,0.984589696,0.015410304,아주재미있게 잘봤습니다. 오랜만에 영화봤는데 굿 ,0.774596669,1.0,0.6928995,1
10,0.846870005,0.153129995,주연 조연 연기 다 잘한다 진짜 ,0.723627227,1.0,0.69286674,1
9,0.915769756,0.015769756,올해 최고의 영화였던것 같습니다. 지루한 틈이 없었습니다. 음악역시 좋았습니다. ,0.590912222,1.0,0.69279146,1
10,0.963641405,0.036358595,꼭보세요 두번보세요!! ,0.866025404,1.0,0.6927513,1
8,0.533838809,0.266161191,9점대는 아닌데... 킬링타임으로 좋음 ,0.426751253,0.0,0.6926976,1
10,0.881786585,0.118213415,마동석더좋아졌다 윤계상도이번에는좋았음 ,0.469978498,1.0,0.6926685,1
10,0.973822713,0.026177287,두번보세요 세번보세요  ㅠㅠ 넘잼잇고..윤계상이 이렇게 연기잘했나싶음 ..  .진짜 대에박!!! ,0.27774603,0.0,0.6926052,1
1,0.109851807,0.009851807,너무 높아서 1점드립니다 나는 7점 ,0.26054343,0.0,0.69245046,1
10,0.991795063,0.008204937,지금까지 본영화중 최고~ ,0.724854365,1.0,0.69241595,1
10,0.954845488,0.045154512,재미있습니다! 추천해요 ,0.121355975,0.0,0.6922608,1
10,0.974447966,0.025552034,시간가는줄모르고봤어요 ^^ 윤계상의재발견  진짜무서웠어요 ,0.676616618,1.0,0.69217443,1
10,0.999069274,0.000930727,완전 재미있어요~~소문난잔치보다  소문안난잔치가 더 잼있네요그동안 배우위주로 영화보고 실망했는데마동석 윤계상 정말 최고조합입니다^^시간가는줄모르는 사이다 영화 굿잼♡ ,0.335410197,0.0,0.69216835,1
10,0.895531416,0.104468584,짱잼!!!아무생각없이 보기좋아용 혼자니? ,0.6,1.0,0.6921443,1
10,0.992159665,0.007840335,정말 재밌어요 무조건 꼭 보세요!!!! ,0.385026771,0.0,0.69211376,1
8,0.525466561,0.274533439,마동석 캐릭터는 국보급! ,0.464148844,1.0,0.69206935,1
8,0.95468235,0.15468235,재밌게봤어요 슈퍼히어로 ,0.075437731,0.0,0.69201267,1
10,0.968873501,0.031126499,두번째 봣어요 또 봐도 존잼! ,0.255946394,0.0,0.691934,1
10,0.998036504,0.001963496,최고임 윤계상은 정말 배우다그리고 또보고싶다ㅠㅠ ,0.222383997,0.0,0.69185233,1
10,0.948775172,0.051224828,재밌어요짱짱입니다짱 ,0.573944043,1.0,0.69170845,1
10,0.985220432,0.014779568,진짜최고의작품이나왔습니다.스토리부터 연출 긴박함 연기력모두최고입니다 ,0.774596669,1.0,0.69170433,1
10,0.980029643,0.019970357,진짜 잘만들었다오랜만에 진짜 재밌는영화봣움 ,0.724568837,1.0,0.691585,1
10,0.986872792,0.013127208,내 기준 10점은 영화보면서 딴생각 1도 안나게 해주는 영화다 ~지루하지 않음 10점 ! ,0.318371687,0.0,0.691349,1
7,0.264693379,0.435306621,여전히 범죄도시는 현재진행형인 것으로 보인다. ,0.440168795,0.0,0.69134295,1
10,0.852502227,0.147497773,마블리 넘 멋있어여ㅋㅋㅋ스릴짱 ,0.685754079,1.0,0.69125855,1
6,0.902462006,0.302462006,6.5 짜리면 좋을듯ㅎ ,0.359983052,0.0,0.6912583,1
10,0.993878245,0.006121755,좋아요 스릴러영화 중에 최고 ,0.707106781,1.0,0.691207,1
10,0.953699172,0.046300828,최근본영화중에 제일 재미있었음 ,0.695058423,1.0,0.69116676,1
9,0.925543547,0.025543547,재밌어요 간만에 잼난 한국영화 ,0.364534888,0.0,0.69116205,1
10,0.888589621,0.111410379,니 재밌니?이이이니 아직 아이봤ㄴ ,0.353553391,0.0,0.69113755,1
10,0.773270249,0.226729751,블리블링~ 마블리! feel so good!! ,0.25819889,0.0,0.69102436,1
10,0.9982481,0.0017519,정말 너무 재밌움 동석이형 최고 ,0.585442228,1.0,0.6909982,1
10,0.968575954,0.031424046,주인공이 걱정되지않는영화이고 시원한 액션영화 오랜만에 잘봤습니다! ,0.0,0.0,0.69090724,1
10,0.953027546,0.046972454,재미있었어요 마블리~ ,0.718936709,1.0,0.6907035,1
10,0.992212415,0.007787585,완전 최고  윤계상 완전 멋짐 ,0.54955716,1.0,0.6906865,1
6,0.086017162,0.513982838,윤계상 연기 잘함 스토리는...그냥 뻔함 ,0.415415159,0.0,0.6904184,1
10,0.995014787,0.004985213,"진짜 윤계상 다시보게됨 ㅠㅠ 연기진짜잘하구,,,섹시함 ㅎ중간중간 재밌어서 다같이 웃고 ㅋㅋㅋ 걍재밌음 !! 돈아깝지않은영화 마블리도짱짱 ",0.543696386,1.0,0.69035035,1
10,0.988419116,0.011580884,마지막까지 긴장감이 고조되면서 중간중간 코미디가 관각 마음을 쥐락펴락 하지않았을까 하는 생각이 들었고 간만에 한국형 액션 영화 정말 재밌게 봤습니다 ,0.715454556,1.0,0.69034,1
4,0.258639574,0.141360426,ㅎㅎㅎ마블리 화보집윤계상이 궁했나...스토리좀 보고 고르지 와그랬니 ,0.459948557,1.0,0.6902299,1
9,0.957951307,0.057951307,올해 가장 재밌게 본 영화 ,0.451217737,1.0,0.6901967,1
10,0.966997266,0.033002734,정말최고였다...굿굿 ,0.795186441,1.0,0.6898144,1
10,0.952579379,0.047420621,범죄도시 재밌어요 주연배우 연기잧함 ,0.21577785,0.0,0.689798,1
10,0.947328746,0.052671254,"우와~ 이런 무지막지한 깡패소굴영화 첨이네요 ㅋ중국깡패집단123, 한국깡패, 깡패같은 경찰진짜 리얼하고 빡신  영화입니다 ㅋ ",0.549329381,1.0,0.68975776,1
10,0.98192203,0.01807797,완전 재밌어요^^~~~~ ,0.573433916,1.0,0.68931746,1
10,0.914795458,0.085204542,완죤재밌음  천만가길비래여 ,0.774596669,1.0,0.6892913,1
10,0.86887455,0.13112545,또보고싶다굳굳굳굳임 ,0.666885929,1.0,0.6892591,1
10,0.945077181,0.054922819,재밌어요~~!!!! ,0.235330858,0.0,0.6891824,1
10,0.95468235,0.04531765,재밌게 봤어요!!!! ,0.558035401,1.0,0.68901104,1
7,0.205939531,0.494060469,킬링타임 그이상 그이하도 아니다. ,0.405279276,0.0,0.68897027,1
10,0.905283809,0.094716191,지금 두번째 보러 영화관 기다리는중처음보러 올때보다 더 기분좋다.재밌다는걸 알기에 ,0.707106781,1.0,0.6889423,1
7,0.532404363,0.167595637,혼자왔니? 작품성은6점 재미는 9점 ,0.382013175,0.0,0.6888722,1
10,0.995327413,0.004672587,정말 끝나고 다들 재밋다면서 나가심  갠적으로2편 나왓으면 좋겠음 ,0.494016409,1.0,0.6887351,1
10,0.999166846,0.000833154,윤계상 연기력에 감탄함  그리고 올해들어 제일재밌게봤던영화인데  개인적으로 아쉬운건 청소년관람가능이면 천만이상 갔을꺼같다는 생각인데 역시  제한걸려있는 영화는 천만이상은 힘들다는 안타까움이 있네요 아무튼 진짜재밌어요 보세요 ,0.985610761,1.0,0.6887339,1
10,0.994600117,0.005399883,너무 재밌드라~와...마동석 다시보게됐음~ 이하늬가 부럽다....올해들어 진짜 젤 잼나게 본영화 최고당~ ,0.493092049,1.0,0.68854195,1
2,0.764540434,0.564540434,배역이 바꼈잖아 조폭 마동석 형사 윤계상아 되야지~ ,0.169533173,0.0,0.6885403,1
10,0.994336009,0.005663991,윤계상씨 연기 엄청 몰입됬어요간만에 재밌는 영화 봤네요앞으로도 좋은 연기 부탁드립니다~^^ ,0.612372436,1.0,0.6882927,1
10,0.910236597,0.089763403,10번 넘게 본듯오늘 또 봄 답이없음 ,0.342465545,0.0,0.68821734,1
10,0.996185541,0.003814459,최고네요~ 재밌습니다 ,0.084515425,0.0,0.68820536,1
7,0.455070078,0.244929922,평점이 하도 후하길래 오늘 아침 조조로 보고왔는데 그리 재밌다는 느낌을 못받았네요. 그냥 킬링타임용 정도라고 생각하고 신세계나 베테랑처럼 짜임새나 임팩트 있는 장면은 부족했던거 같아요 ,0.866025404,1.0,0.6881776,1
10,0.973993838,0.026006162,솔직히 보면서 존나게 무서웠다.조선족의 무서움을 정말 뼛속까지 느낄수 있는영화.윤계상이 이런역할을 소화할줄이야 대배우의 재발견!!!! ,0.457435179,1.0,0.68817645,1
10,0.915360689,0.084639311,완전 사이다 꿀잼임돠 꼭 봐야함돠 ,0.334946923,0.0,0.6881375,1
10,0.969753742,0.030246258,정말 재밋었습니당 2번보고싶은영화 ,0.612372436,1.0,0.68813044,1
10,0.93078649,0.06921351,재미있어요!!!!~~~~ ,0.546189959,1.0,0.68810314,1
10,0.984568477,0.015431523,진짜 오랜만에 재미있는영화 잘봤습니다 ,0.68091348,1.0,0.6880182,1
10,0.996981144,0.003018856,시간  가는거 모르게 본 한국영화! 주연도 조연도 연기다잘하시고 덕분에  실감나게 본것같아요 본지얼마안됫는데 또보러가고싶다!! ,0.866025404,1.0,0.6879028,1
10,0.958375216,0.041624784,금방 봤는대 최고다!시간가는줄 모르고봄ㅋ ,0.894427191,1.0,0.68786454,1
10,0.99273622,0.00726378,한국영화 본 영화 중에서 가장 재밌어습니다 꼭 보세요? ,0.646669791,1.0,0.6878029,1
10,0.993194342,0.006805658,와 존나재밋다 진심으로 ㅋㅋ윤계상 다시봤다 이런영화 많이나왔으면 ,0.440912045,0.0,0.687763,1
10,0.993864656,0.006135345,간만에 너무 재밌게 잘봤습니다^^ ,0.473286383,1.0,0.6877538,1
10,0.93078649,0.06921351,재미있어요!~!~! ,0.816009122,1.0,0.68774,1
10,0.989330888,0.010669112,마동석너무좋아!!굿 ,0.630698155,1.0,0.68773293,1
10,0.995326221,0.004673779,진짜역시마동석....너무재밋게봣어요온몸에힘주고 집중해서 봣을정도 꿀잼 꼭들보세요 추천 ,0.462250164,1.0,0.68765473,1
10,0.976955175,0.023044825,와와와 최고의영화  마블리 사랑해요 ,0.575761285,1.0,0.6875703,1
10,0.987279832,0.012720168,개꿀잼이에요!!! 와 진짜 재미있어요 ,1.0,1.0,0.68756324,1
10,0.984946013,0.015053988,진짜 지리게 오지게 재밌다 ㅎㅎ 올해 본 영화중 단연 최고다 ,0.508042836,1.0,0.6874109,1
10,0.983467758,0.016532242,꼭봐라 2번봐라 오락영화중 최고다 ,0.412393049,0.0,0.6873663,1
10,0.966001749,0.033998251,너무 재밌다. 특히 마동석이 캐릭터랑 잘 맞는다. ,0.65406401,1.0,0.6873462,1
10,0.986675263,0.013324738,정말잼잇어요  올해가장재미잇엇는듯ㅋㅋ ,0.288020997,0.0,0.687304,1
9,0.775483847,0.124516153,간만에 재미있게 보고 갑니다 ,0.518274282,1.0,0.6872587,1
10,0.988950014,0.011049986,진짜 재밌음!!! 청불 영화중에 두번보러 영화관가고싶은거 처음임!! ,0.087038828,0.0,0.6872349,1
10,0.992159665,0.007840335,정말 재밌습니다 꼭보세요 ,0.522232968,1.0,0.6871662,1
10,0.983464479,0.016535521,재미지다!!재미져!! ,0.845154255,1.0,0.68713063,1
10,0.995605707,0.004394293,올해 본 영화중 최고 ㅎㅎ ,0.53971872,1.0,0.6871145,1
10,0.802707076,0.197292924,마블리 매력터짐~!!말이 필요없음.. ,0.592616077,1.0,0.68694717,1
9,0.834388077,0.065611923,"모든 배우들의 연기력에 감탄했습니다. 다소 잔인했지만정말 웃다가 숨죽이다가 한시도 눈을 떼지 못하겠더라구요! 마동석, 윤계상은 배우로써의 입지를 단단히 다진 것 같고 이 영화를 발판으로 조연 배우분들이 더욱 승승장구 하셨으면 좋겠습니다! ",0.0,0.0,0.6868943,1
8,0.993635058,0.193635058,솔직히말씀드리리라.괜찮긴한데..최고까지는..냉정하게딱8.5정도영화..신세계니황해니이런것과는솔직히아래지..괜찮게보긴함. ,0.565455761,1.0,0.6868184,1
10,0.928944826,0.071055174,마동석의 웃음기 넘치는 마초맨은 알면서도 보고싶고 윤계상의 연기가 기대이상이었는데 그보다 더 놀라운 건 조연들의 연기력과 호흡이 장난아니었다 특히 장첸의 오른팔역의 위성락...솔직히 보는 내내 무서웠다  청룡영화상 받을만 하더라 ,0.412243138,0.0,0.6868135,1
10,0.868262291,0.131737709,잼또잼또짱잼또 또볼고야 ,0.531918314,1.0,0.6867594,1
10,0.978030324,0.021969676,재미있게 잘 봤습니다^^ ,0.0,0.0,0.6866824,1
10,0.99130106,0.00869894,주연도 주연이지만 조연분들 연기 정말 최고였습니다 ,0.776898596,1.0,0.6866248,1
1,0.101114124,0.001114124,깡패영화에 미쳐서 열광하는 이나라 라니 ㅉㅉㅉ... 몇OO전부터 참신한 소재꺼리 따위는 없음.. ㅉㅉㅉ ,0.632455532,1.0,0.6865881,1
10,0.996239364,0.003760636,재밌네요 꼭 보세요 전 또 봅니다 ,0.866025404,1.0,0.6865521,1
10,0.936739087,0.063260913,포스터만 보고 뻔한 형사계 영화겠거니 했는데 생각과 달리 너무 재밌게 봤다.  처음부터 끝까지 늘어지지도 않고 유머코드도 적절하고 주연/조연 배우들 연기 정말 멋졌고 윤계상과 마동석은 이제 엄연한 주연배우로 우뚝 섰다. ,0.401279086,0.0,0.68655086,1
9,0.997451901,0.097451901,방금 보고 왔어요. 오랜만에 엔딩 크레딧 올라갈 때 기분 좋은 영화네요 재밌어요! 꼭 보시길 ,0.308569456,0.0,0.6864264,1
10,0.978081703,0.021918297,올해 본 영화 중 최고!!! ,0.790665938,1.0,0.6864172,1
10,0.999075174,0.000924826,너무재밋어서 두번봤어요 !!!  최고입니다 ,0.020711558,0.0,0.68635714,1
8,0.574640095,0.225359905,마동석이야 할일했고 윤계상의 연기스펙트럼이 대단함ㆍ가수보다 배우가 맞는옷 ,0.272373396,0.0,0.6862811,1
8,0.960898519,0.160898519,재밋게 봣어요2345 ,0.212511859,0.0,0.6862796,1
10,0.998536587,0.001463413,재밌어용! 기대안하고 봤는데 2번 3번 다시 봤내요ㅎㅎ ,0.111803399,0.0,0.686274,1
10,0.931373775,0.068626225,절말진짜너뮤재밋게봣습니다 ,0.189442496,0.0,0.6861943,1
9,0.986064434,0.086064434,올해본 영화중 최고였네요ㅋ시간 가는줄 모르고 봤어요 ,0.320009899,0.0,0.68617076,1
10,0.956297934,0.043702066,오랜만에 본것중에 최고 ,0.572077554,1.0,0.68616503,1
10,0.92587626,0.07412374,나 이거 혼자 2번보러감 ㅎㅎ 웃기면서 액션 대박 시원함. 킬링타임용으로 굿굿!! ,0.504800317,1.0,0.68615264,1
10,0.991163969,0.008836031,진짜 개재밌었다어머니랑 같이 봤는데 마동석연기부터해서 윤계상도 조폭연기를 잘소화하고 조연들 연기도 빛이날정도엿다지루한 틈이 없었고 긴장되는순간도 잇어서 너무재미있게보았다추천영화! ,0.2,0.0,0.686131,1
10,0.773138344,0.226861656,와진짜 너무재밌어요 연기못하는분이 한명도없음 장첸연기 너무잘해ㅠㅠ ,0.469770054,1.0,0.6861021,1
10,0.991821766,0.008178234,역시 마동석.. 윤계상도   연기 최고 ,0.369708103,0.0,0.68605924,1
9,0.946009874,0.046009874,볼 만한 영화 잘 봣습니다^^마블리 짱 ,0.0,0.0,0.6860013,1
10,0.994550824,0.005449176,제일재밋음 최고임 짱임 ,0.353553391,0.0,0.6859769,1
10,0.996557236,0.003442764,기대안하고 봤는데  열라 재밌어요..킹스맨2보다 졸았는데 올해 본 영화중에서 가장 재밌었음 ,0.866025404,1.0,0.68595517,1
5,0.92944932,0.42944932,재미 있어요~~^^생각보다는요 ,0.527046277,1.0,0.6859169,1
9,0.921437621,0.021437621,스트레스  를  날리고 기분전환 하는데 는 최고의  영화 ,0.558581227,1.0,0.6858476,1
10,0.974662304,0.025337696,모두 연기력 최고입니다 ,0.249149397,0.0,0.68562925,1
10,0.985541165,0.014458835,넘 잼있어요~~윤계상 연기 넘잘하고 역시 마블리~~ ,0.25819889,0.0,0.6856197,1
10,0.940902233,0.059097767, 조오오온 나 재밌다 !!!!>___> ,0.612372436,1.0,0.68560266,1
8,0.428564459,0.371435541,생각보다 스토리범위가 너무좁았다 영화내내 칼빵만 ,1.0,1.0,0.6855989,1
10,0.990448952,0.009551048,진짜 신세계와 범죄와의전쟁을 뛰어넘는 간만의 명작.시간가는쥴 모르고 보고왔습니다. ,0.567256749,1.0,0.6855759,1
7,0.091188341,0.608811659,"마동석의  적당히 타락한 영웅 이야기?  윤계상을 그렇게 극찬하는 이유는 모르겠음.. 마동석의 스토리는 유쾌했지만, 윤계상의 스토리는 찝찝했다.  둘의 이야기는..   덜 찝찝하고 덜유쾌한 정도.    엄청난 극찬에  너무 기대했었는지도~ ",0.54498682,1.0,0.6855627,1
10,0.908068061,0.091931939,영화끝나고 처음나온 한마디 '이거 재미있는데'흡입력 장난아님 꼭보세요 진짜강추 ,0.894427191,1.0,0.6855269,1
10,0.979770005,0.020229995,10번보고싶을정도로재밌어오! ,0.259930058,0.0,0.6854224,1
10,0.840903401,0.159096599,어느 한장면도 집중을 안할수가 없었어요다들 최고였지만 마배우님짱~~ ,0.447213595,0.0,0.6853856,1
1,0.285970271,0.185970271,소개받은 사람이랑 처음 대면하고 본 게 이 영화. 대놓고 성매매 파티에 여자 배역들은 성폭행 당하고 이 중 어떤 여자는 남편에게 폭행까지 당한다. 이런 영화를 보자고 추천한 소개남은 영화가 기분 나쁘다 한 내 말을 끝까지 이해하지 못했다. ,0.577350269,1.0,0.68536365,1
8,0.943890214,0.143890214,재밌어요~~~~킬링타임용으로 딱임 ,0.447213595,0.0,0.6853312,1
9,0.982254207,0.082254207,재밌어요 윤계상연기잘함ㅋ ,0.05976143,0.0,0.6852451,1
10,0.949195027,0.050804973,아주 재밌습니다 굿굿~~ ,0.275573914,0.0,0.68509567,1
9,0.953508616,0.053508615,재밌게 잘 봤습니다~~ ,0.720225286,1.0,0.6850896,1
10,0.927099943,0.072900057,재미도있고 연기도다잘함 ,0.948683298,1.0,0.6850837,1
10,0.86554122,0.13445878,최근에 본 영화중 최고네요 ㅋ 마동수의 매력에 흠뻑 빠졌네요 지루할틈이 없어요 ㅎ ,0.820782682,1.0,0.6850666,1
10,0.95468235,0.04531765,재밌게봤음 윤계상 존멋탱 ,0.334369156,0.0,0.68501806,1
7,0.740217686,0.040217686,쓸데없이 잔인한 장면들 많이 나오네요. 그렇지만 재밌는 배우들 덕분에 볼만한 영화였습니다. ,0.54594667,1.0,0.68486005,1
10,0.905551732,0.094448268,올해 영화 중 젤 재밌었다ㅋ 아니 한국 영화 통틀어 순위에 꼽는다ㅋㅋㅋ   아니그러니?  1200만 이상은 갔어야할 영화인데~ ,0.73821614,1.0,0.68478066,1
10,0.976602197,0.023397803,마요미와 윤계상 조합 ! 진짜 10점 만점에 100점 입니다 ,0.47937032,1.0,0.68474764,1
10,0.925058544,0.074941456,아딕 안밨니??? 꼭봐라이!!마동석&윤계상~짱!!  사이다처럼속시원하네 영화보고나왔네 ,0.349721272,0.0,0.68473095,1
8,0.765984297,0.034015703,오랫만에  속 시원한 영화 였습니다 ,0.866025404,1.0,0.6846767,1
4,0.075013816,0.324986184,뭐가 재밌다는걸까.. 보면서 의문을 내내 품었던 영화. 윤계상도 아직 연기 어색하드만..거의 마지막에 혼자왔니?부분에서 실소 터진거 말고 영화내내 지루했다. 집에 가고 싶었음. 물론 개취임. ,0.394664881,0.0,0.68444604,1
9,0.958675802,0.058675802,예상보다 잼있었음 스토리도 좋고 윤계상연기 잘했고 마동석은 이제 주연 배우다!!! ,0.593642905,1.0,0.68427265,1
10,0.993542552,0.006457448,윤계상ㄴ 연기 처음봤는데 몰입 너무잘되고 재미있었음. 장첸파 3인방캐리 ㅋㅋ ,0.542334422,1.0,0.68426424,1
10,0.967024922,0.032975078,짱잼 ㅠㅠ두번봐도 재밋을듯여 ,0.392465672,0.0,0.68420833,1
10,0.909636021,0.090363979,허니잼꿀잼 꾸울잼 꼭보세요 ,0.774596669,1.0,0.68415236,1
10,0.98451817,0.01548183,너무재밋엇어요두번보고 싶은영호ㅓ ,0.353075424,0.0,0.6840917,1
10,0.981082618,0.018917382,진짜재미있게잘봤어요ㅋ ,0.687231823,1.0,0.68408704,1
10,0.933721602,0.066278398,킹스맨 2보다 재밌음 킹스맨 보신분들 이것도 보세요 ,0.202919862,0.0,0.6840178,1
9,0.965957642,0.065957642,재밌게볼만했어요 킬링탐ㅈ ,0.671110729,1.0,0.68398803,1
10,0.94998163,0.05001837,오랜만에 본 철불영화였는데 짱재밌음 ,0.866025404,1.0,0.6839813,1
10,0.944424868,0.055575132,지루함없는영화.. 첨부터 끝까지 어느한순간도 지루함을 느킬수없엇다. 상업영화로서는 성공적인영화라 생각된다.실제사건을 바탕으로한 픽션영화로서 그시대에 모습을 엿볼수있엇다. 계상과 동석의 연기력도 좋았다 ,0.09433712,0.0,0.683887,1
10,0.524305522,0.475694478,핵잼 꿀잼 씹잼울트라잼 ,0.258597609,0.0,0.6838702,1
10,0.868262291,0.131737709,꿀잼빅잼핵잼 또보려구요 ,0.675435748,1.0,0.6838282,1
10,0.909636021,0.090363979,아직안봣니??꼭봐라 ,0.612372436,1.0,0.68370336,1
10,0.926731587,0.073268414,"마동석, 매력 넘치심! 2탄 기대! ",0.622849593,1.0,0.6836967,1
10,0.977973044,0.022026956,말이필요없는 인생최고영화 ,0.639692501,1.0,0.6836748,1
9,0.960044444,0.060044444,괜찮았습니다 윤계상 다시봤네요 ,1.0,1.0,0.6836738,1
7,0.311576307,0.388423693,그냥 편하게 보고 즐기다왔엉?ㄷ ,1.0,1.0,0.68363345,1
10,0.992816806,0.007183194,가족이랑 보기에 좋아요  정말 재밌게 봤어요. ,0.25819889,0.0,0.6836035,1
10,0.996198118,0.003801882,재밌게잘봤어용ㅎㅎ완전추천 ,0.828078671,1.0,0.68353415,1
10,0.992373288,0.007626712,재밌게봤습니다^^윤계상씨 멋있네요  연기좋았습니다 ,0.25819889,0.0,0.68338376,1
10,0.96930325,0.03069675,어제보고 오늘 또 보고나오는길 ㅋㅋㅋㅋ다음주말에 또볼듯 ,0.615854623,1.0,0.68336225,1
10,0.847296357,0.152703643,짱잼><  특히 윤계상 넘 멋있어요오오옹 ,0.657297772,1.0,0.68329585,1
10,0.977720857,0.022279143,꿀잼 완전 꿀잼 또 보고싶네요!! ,0.485780529,1.0,0.6831944,1
10,0.668421209,0.331578791,긴장감....대박!!! ,0.25819889,0.0,0.68304944,1
10,0.595734179,0.404265821,윤계상은 연기를 잘한다 ,0.3,0.0,0.6828921,1
10,0.972360253,0.027639747,재밌게 봤으니 10점 줘야지 ,0.634522337,1.0,0.68274236,1
10,0.974565506,0.025434494,넘재밌어요 윤계상연기 너무리얼했어요 ,0.763762616,1.0,0.68270445,1
8,0.68190372,0.11809628,이 영화는 너무나 어울리는 조연들의 연기가  압권이다. ,0.318714719,0.0,0.68266463,1
10,0.505791545,0.494208455,극잼말이 필요없습니다 ,0.20519567,0.0,0.6825827,1
10,0.910979271,0.089020729,믿고 보는 사이다 마동석~ 꼭 보시라요~~!! 추천!! ,0.712226098,1.0,0.68231803,1
10,0.961209416,0.038790584,꼭 보세요!! 정말 잘 짜여진 오락영화!! ,1.0,1.0,0.68223256,1
10,0.94140625,0.05859375,꿀잼~~~ 윤계상 다시보게됨 ,0.8,1.0,0.6822268,1
10,0.999168158,0.000831842,오랜만에 스트레스 다풀리는 영화봤네요정말 연기들  너무잘하셔요몰입감 최고윤계상님 그런얼굴에서 어쩜 악연연기를 그렇게 잘하시는지.. 마동석님 나머지 조연분들 연기력 최고~~!! ,0.866025404,1.0,0.68218803,1
10,0.920224369,0.079775631,너무 재밌습니다. 추천합니다 ,0.091287093,0.0,0.6821715,1
10,0.972788215,0.027211785,강추합니닼ㅋㅋㅋ마동석캐릭터가너무재밌게잘 표현되어있네요 ,0.353553391,0.0,0.6821506,1
2,0.305935621,0.105935621,이거... 다들 재미있어서 댓글다는거 맞아요???? ㅡㅡ 아님 물귀신작전인가?? ,0.533001791,1.0,0.6821442,1
